x,y
0,0
0.499987,0.00312496
0.999896,0.0124993
1.49965,0.0281217
1.99917,0.0499896
2.49837,0.0780996
2.99719,0.112447
3.49554,0.153027
3.99334,0.199833
4.49051,0.252858
4.98699,0.312093
5.48269,0.37753
5.97753,0.449157
6.47143,0.526964
6.96433,0.610938
7.45613,0.701067
7.94677,0.797337
8.43617,0.899732
8.92425,1.00824
9.41094,1.12283
9.89616,1.2435
10.3798,1.37023
10.8619,1.50299
11.3422,1.64177
11.8208,1.78654
12.2975,1.93728
12.7724,2.09397
13.2452,2.25658
13.7159,2.42509
14.1845,2.59947
14.6509,2.7797
15.115,2.96573
15.5767,3.15756
16.036,3.35514
16.4928,3.55845
16.9471,3.76745
17.3986,3.98212
17.8475,4.20241
18.2935,4.42829
18.7367,4.65973
19.177,4.8967
19.6143,5.13915
20.0485,5.38704
20.4796,5.64035
20.9075,5.89902
21.3321,6.16302
21.7534,6.43231
22.1713,6.70684
22.5857,6.98658
22.9966,7.27147
23.4039,7.56148
23.8075,7.85655
24.2075,8.15665
24.6036,8.46172
24.9959,8.77172
25.3843,9.0866
25.7687,9.40631
26.1491,9.7308
26.5254,10.06
26.8976,10.3939
27.2656,10.7324
27.6293,11.0755
27.9886,11.4232
28.3437,11.7752
28.6942,12.1317
29.0403,12.4926
29.3819,12.8577
29.7189,13.2271
30.0512,13.6007
30.3789,13.9784
30.7017,14.3601
31.0198,14.7459
31.3331,15.1356
31.6414,15.5292
31.9448,15.9266
32.2432,16.3278
32.5366,16.7327
32.8249,17.1412
33.1081,17.5533
33.3861,17.9689
33.6588,18.3879
33.9264,18.8103
34.1886,19.236
34.4454,19.665
34.6969,20.0972
34.943,20.5324
35.1836,20.9707
35.4187,21.412
35.6483,21.8562
35.8723,22.3032
36.0907,22.7529
36.3035,23.2054
36.5106,23.6605
36.7119,24.1181
36.9076,24.5783
37.0975,25.0408
37.2816,25.5057
37.4598,25.9728
37.6322,26.4422
37.7988,26.9136
37.9594,27.3871
38.1141,27.8626
38.2628,28.3399
38.4056,28.8191
38.5423,29.3
38.6731,29.7826
38.7978,30.2668
38.9164,30.7526
39.0289,31.2397
39.1354,31.7283
39.2357,32.2181
39.3299,32.7091
39.418,33.2013
39.4999,33.6946
39.5756,34.1888
39.6452,34.6839
39.7085,35.1799
39.7657,35.6766
39.8166,36.174
39.8613,36.672
39.8998,37.1705
39.9321,37.6695
39.9581,38.1688
39.9778,38.6684
39.9914,39.1682
39.9986,39.6682
39.9996,40.1681
39.9944,40.6681
39.9829,41.168
39.9652,41.6677
39.9413,42.1671
39.911,42.6662
39.8746,43.1648
39.8319,43.663
39.783,44.1606
39.7279,44.6576
39.6666,45.1538
39.5991,45.6492
39.5254,46.1437
39.4455,46.6373
39.3594,47.1298
39.2672,47.6213
39.1689,48.1115
39.0645,48.6005
38.9539,49.0881
38.8373,49.5743
38.7146,50.059
38.5858,50.5421
38.451,51.0236
38.3102,51.5034
38.1634,51.9813
38.0107,52.4574
37.852,52.9316
37.6874,53.4037
37.5169,53.8737
37.3406,54.3416
37.1584,54.8072
36.9704,55.2705
36.7766,55.7315
36.5771,56.1899
36.3719,56.6459
36.161,57.0992
35.9444,57.5499
35.7223,57.9978
35.4945,58.4429
35.2612,58.8851
35.0224,59.3244
34.7781,59.7607
34.5284,60.1938
34.2733,60.6239
34.0128,61.0507
33.747,61.4742
33.476,61.8943
33.1997,62.311
32.9182,62.7243
32.6316,63.134
32.3399,63.54
32.0431,63.9424
31.7413,64.3411
31.4346,64.736
31.1229,65.1269
30.8064,65.514
30.4851,65.8971
30.159,66.2761
29.8282,66.651
29.4927,67.0218
29.1527,67.3883
28.8081,67.7506
28.4589,68.1085
28.1054,68.4621
27.7474,68.8111
27.3851,69.1557
27.0185,69.4957
26.6477,69.8312
26.2728,70.1619
25.8937,70.488
25.5106,70.8093
25.1235,71.1257
24.7325,71.4373
24.3376,71.744
23.9389,72.0457
23.5365,72.3425
23.1303,72.6341
22.7206,72.9207
22.3073,73.2021
21.8906,73.4784
21.4704,73.7494
21.0469,74.0151
20.6201,74.2756
20.19,74.5306
19.7568,74.7803
19.3205,75.0245
18.8812,75.2633
18.439,75.4965
17.9938,75.7243
17.5459,75.9464
17.0952,76.1629
16.6418,76.3737
16.1859,76.5789
15.7274,76.7784
15.2664,76.9721
14.8031,77.16
14.3375,77.3422
13.8696,77.5185
13.3995,77.6889
12.9274,77.8534
12.4532,78.0121
11.9771,78.1648
11.4991,78.3115
11.0193,78.4522
10.5378,78.587
10.0547,78.7157
9.56997,78.8383
9.08376,78.9549
8.59613,79.0654
8.10715,79.1698
7.61691,79.2681
7.12547,79.3602
6.63293,79.4462
6.13934,79.526
5.6448,79.5997
5.14938,79.6672
4.65315,79.7284
4.15619,79.7835
3.65859,79.8323
3.16041,79.875
2.66174,79.9113
2.16265,79.9415
1.66323,79.9654
1.16354,79.9831
0.663676,79.9945
0.163706,79.9997
-0.33629,79.9986
-0.836233,79.9913
-1.33605,79.9777
-1.83565,79.9579
-2.33497,79.9318
-2.83392,79.8995
-3.33243,79.8609
-3.83042,79.8162
-4.32781,79.7652
-4.82452,79.708
-5.32048,79.6446
-5.81561,79.575
-6.30983,79.4992
-6.80306,79.4172
-7.29523,79.3291
-7.78626,79.2349
-8.27608,79.1345
-8.7646,79.028
-9.25175,78.9154
-9.73746,78.7967
-10.2216,78.6719
-10.7042,78.5411
-11.1851,78.4043
-11.6643,78.2615
-12.1417,78.1127
-12.6171,77.958
-13.0906,77.7973
-13.562,77.6307
-14.0313,77.4583
-14.4984,77.28
-14.9633,77.0958
-15.4258,76.9059
-15.8859,76.7102
-16.3436,76.5087
-16.7986,76.3016
-17.2511,76.0888
-17.7008,75.8703
-18.1478,75.6463
-18.592,75.4167
-19.0332,75.1815
-19.4715,74.9408
-19.9067,74.6947
-20.3388,74.4432
-20.7678,74.1863
-21.1934,73.924
-21.6158,73.6564
-22.0348,73.3836
-22.4504,73.1056
